ITERATION;TIME;MAIN_MEAN_QUEUE;MAIN_MEAN_LOAD;BACKUP_MEAN_QUEUE;BACKUP_MEAN_LOAD;ERRORS_RATIO;AVG_TIME_TO_PASS_MESSAGE
1;10600;0.58038;0.43297;0.59058;0.42836;0.00368;4.80323
1;10700;0.48125;0.34813;0.55738;0.35643;0.00364;5.11430
1;10800;0.56228;0.39815;0.65660;0.45014;0.00361;5.02205
1;10900;0.53086;0.37331;0.64455;0.43180;0.00367;4.95400
1;11000;0.53627;0.40435;0.46052;0.35720;0.00373;4.74745
1;11100;0.57036;0.40482;0.54334;0.45600;0.00369;4.89726
1;11200;0.55741;0.43615;0.67712;0.49245;0.00366;4.89466
1;11300;0.62441;0.42196;0.49323;0.30965;0.00363;5.22279
1;11400;0.55856;0.40425;0.60564;0.37146;0.00368;5.05627
1;11500;0.55302;0.41237;0.57658;0.40626;0.00365;4.99349
1;11600;0.56820;0.40675;0.62256;0.42522;0.00362;4.94083
1;11700;0.54681;0.37813;0.51619;0.41157;0.00367;4.83037
1;11800;0.53074;0.38985;0.58243;0.43717;0.00364;4.89334
1;11900;0.61520;0.41088;0.53655;0.31983;0.00370;5.22969
1;12000;0.50652;0.38936;0.50278;0.36287;0.00375;4.55007
1;12100;0.56691;0.41549;0.74147;0.50653;0.00372;5.06280
1;12200;0.46922;0.34587;0.47031;0.32368;0.00377;4.67448
1;12300;0.59404;0.41517;0.57488;0.37260;0.00374;4.98315
1;12400;0.55859;0.39200;0.64845;0.52837;0.00371;4.85911
1;12500;0.51573;0.39507;0.52807;0.38038;0.00376;4.59381
1;12600;0.61317;0.41963;0.61717;0.40845;0.00373;5.29056
1;12700;0.57298;0.42752;0.49203;0.37838;0.00370;4.88396
1;12800;0.52477;0.38649;0.52114;0.39681;0.00375;4.69075
1;12900;0.53156;0.38608;0.64479;0.43860;0.00372;4.80279
1;13000;0.56974;0.39579;0.50304;0.39641;0.00377;4.89051
1;13100;0.50135;0.35430;0.56175;0.39241;0.00374;4.94423
1;13200;0.53797;0.37992;0.60539;0.41172;0.00364;5.00992
1;13300;0.51149;0.37877;0.54732;0.38840;0.00376;4.75714
1;13400;0.48284;0.35872;0.51567;0.39765;0.00366;4.69078
1;13500;0.60418;0.40163;0.46642;0.36414;0.00370;5.03621
1;13600;0.58157;0.38519;0.62907;0.47212;0.00368;5.13248
1;13700;0.56722;0.42254;0.53774;0.40879;0.00372;4.96389
1;13800;0.51809;0.36562;0.49819;0.33647;0.00369;4.90676
1;13900;0.55461;0.40726;0.49789;0.40058;0.00367;4.70846
1;14000;0.58703;0.40587;0.62348;0.50355;0.00364;4.93519
1;14100;0.57838;0.41118;0.58343;0.43873;0.00369;4.97104
1;14200;0.54106;0.38609;0.53162;0.35289;0.00359;4.94269
1;14300;0.60281;0.41098;0.54403;0.43892;0.00371;5.22150
1;14400;0.54108;0.38403;0.60864;0.38376;0.00375;4.98260
1;14500;0.55495;0.39821;0.59200;0.44804;0.00366;4.71759
1;14600;0.54474;0.37802;0.53483;0.38406;0.00370;4.91797
1;14700;0.59453;0.40273;0.63554;0.43737;0.00367;4.92460
1;14800;0.52260;0.40111;0.61506;0.43143;0.00372;4.80564
1;14900;0.55944;0.37493;0.57099;0.41989;0.00369;5.09139
1;15000;0.59977;0.42421;0.57583;0.40773;0.00367;5.07170
1;15100;0.58467;0.40412;0.53667;0.43712;0.00371;5.04516
1;15200;0.56784;0.38796;0.54647;0.42309;0.00368;4.98808
1;15300;0.56162;0.39272;0.48105;0.35697;0.00366;5.07879
1;15400;0.55670;0.39801;0.55648;0.37328;0.00370;4.83180
1;15500;0.58605;0.42661;0.61176;0.39302;0.00361;4.96991
1;15600;0.52763;0.39725;0.60990;0.39919;0.00365;4.82592
1;15700;0.56434;0.39402;0.53062;0.35918;0.00369;4.81778
1;15800;0.50514;0.38786;0.48665;0.30492;0.00367;4.64923
1;15900;0.52555;0.39512;0.37837;0.27689;0.00365;4.63913
1;16000;0.58881;0.40198;0.60338;0.39262;0.00375;5.06258
1;16100;0.58691;0.40666;0.58978;0.43394;0.00360;5.18450
1;16200;0.55686;0.42419;0.50836;0.36146;0.00364;4.95978
1;16300;0.55085;0.36772;0.53401;0.37732;0.00368;4.90361
1;16400;0.57359;0.40528;0.63480;0.40458;0.00366;5.18651
1;16500;0.50945;0.37475;0.58875;0.44033;0.00370;4.68396
1;16600;0.53690;0.38628;0.55689;0.44036;0.00367;5.10612
1;16700;0.56512;0.41822;0.52617;0.32991;0.00371;4.91046
1;16800;0.56717;0.37250;0.55252;0.39010;0.00369;5.09248
1;16900;0.57559;0.41040;0.60051;0.39338;0.00367;4.79910
1;17000;0.52681;0.38763;0.55687;0.44685;0.00371;4.90848
1;17100;0.51546;0.40489;0.54650;0.41342;0.00368;4.88241
1;17200;0.54578;0.39244;0.50822;0.37963;0.00372;4.99524
1;17300;0.56096;0.40546;0.59439;0.38882;0.00370;5.00112
1;17400;0.54702;0.38428;0.42748;0.30488;0.00362;4.99742
1;17500;0.56738;0.38453;0.66383;0.45790;0.00371;5.14277
1;17600;0.51473;0.39944;0.56242;0.44607;0.00369;4.81433
1;17700;0.53890;0.40708;0.52049;0.34527;0.00373;4.68695
1;17800;0.54927;0.41349;0.49523;0.41293;0.00371;4.87641
1;17900;0.52701;0.38976;0.54182;0.41411;0.00363;4.90793
1;18000;0.52134;0.37379;0.63032;0.50190;0.00372;4.88271
1;18100;0.57845;0.38259;0.54742;0.38730;0.00370;5.15605
1;18200;0.52767;0.39380;0.52285;0.32953;0.00374;4.91560
1;18300;0.52685;0.37957;0.45854;0.32282;0.00366;4.80261
1;18400;0.55815;0.37015;0.56940;0.43623;0.00370;5.22112
1;18500;0.52958;0.39452;0.68886;0.44408;0.00367;4.77989
1;18600;0.59409;0.40296;0.58681;0.45032;0.00371;5.00706
1;18700;0.54610;0.38713;0.55402;0.37348;0.00364;4.88871
1;18800;0.52244;0.40022;0.51945;0.33744;0.00367;4.84055
1;18900;0.55999;0.39952;0.49845;0.39380;0.00365;4.89560
1;19000;0.56980;0.39775;0.64798;0.47779;0.00368;5.06492
1;19100;0.52929;0.39902;0.57800;0.41054;0.00372;4.73186
1;19200;0.55236;0.40348;0.56793;0.37353;0.00370;5.00284
1;19300;0.59800;0.42118;0.52768;0.36247;0.00373;5.01822
1;19400;0.54142;0.40054;0.64496;0.46969;0.00366;4.97146
1;19500;0.54516;0.40626;0.60079;0.44454;0.00364;4.96340
1;19600;0.53295;0.40135;0.44558;0.33738;0.00367;4.65791
1;19700;0.56083;0.40156;0.54325;0.39941;0.00365;4.79275
1;19800;0.58436;0.40421;0.59973;0.38245;0.00364;5.22114
1;19900;0.57359;0.40899;0.54839;0.39206;0.00372;4.82434
1;20000;0.54308;0.40489;0.58279;0.37822;0.00365;4.84319
1;20100;0.57821;0.40555;0.63960;0.48184;0.00373;4.94831
1;20200;0.54219;0.39127;0.55303;0.40647;0.00371;4.80204
1;20300;0.61198;0.41762;0.60620;0.42519;0.00369;5.18169
1;20400;0.57656;0.40413;0.56364;0.37657;0.00363;5.22861
1;20500;0.51730;0.35885;0.51447;0.41543;0.00366;4.85325
1;20600;0.55432;0.39275;0.51357;0.37690;0.00374;4.86567
1;20700;0.56796;0.39359;0.58185;0.44423;0.00372;4.97928
1;20800;0.52490;0.38206;0.54970;0.41230;0.00370;4.75491
1;20900;0.54261;0.37486;0.58610;0.41304;0.00364;4.90496
1;21000;0.57497;0.41857;0.50105;0.41458;0.00371;4.89779
1;21100;0.54813;0.40358;0.52482;0.40455;0.00374;4.90849
1;21200;0.56212;0.37893;0.68626;0.45452;0.00363;5.06948
1;21300;0.53459;0.38427;0.57118;0.36495;0.00371;4.98459
1;21400;0.51256;0.34806;0.60214;0.46196;0.00364;4.98520
1;21500;0.49399;0.36207;0.53135;0.38460;0.00367;4.84137
1;21600;0.62069;0.42980;0.67938;0.51289;0.00370;5.28814
1;21700;0.53274;0.37625;0.58961;0.45267;0.00373;4.90904
1;21800;0.59024;0.41264;0.53626;0.40866;0.00372;5.04676
1;21900;0.53983;0.38726;0.59093;0.40393;0.00370;4.85375
1;22000;0.54410;0.40316;0.55700;0.40799;0.00368;4.94582
1;22100;0.50994;0.37963;0.54021;0.40104;0.00366;4.68827
1;22200;0.56421;0.42556;0.51141;0.34381;0.00369;4.85865
1;22300;0.53962;0.37639;0.57283;0.39592;0.00377;4.96014
1;22400;0.57963;0.41065;0.53510;0.37377;0.00375;4.92013
1;22500;0.57212;0.38273;0.51206;0.37701;0.00364;5.08966
1;22600;0.54955;0.39576;0.46564;0.33432;0.00372;4.84399
1;22700;0.49745;0.37183;0.46179;0.34967;0.00370;4.70151
1;22800;0.54043;0.41299;0.63029;0.45550;0.00368;4.72695
1;22900;0.60233;0.42212;0.51701;0.38920;0.00367;5.15749
1;23000;0.54657;0.39386;0.57830;0.40829;0.00370;4.96464
1;23100;0.52014;0.39670;0.53223;0.41867;0.00368;4.65209
1;23200;0.55758;0.41583;0.52315;0.37110;0.00366;4.87953
1;23300;0.58148;0.40242;0.48308;0.36981;0.00373;4.97324
1;23400;0.56427;0.38365;0.57719;0.40786;0.00363;4.91911
1;23500;0.54340;0.39455;0.48970;0.37940;0.00370;4.86819
1;23600;0.53183;0.40450;0.53478;0.39857;0.00369;4.70840
1;23700;0.55991;0.38833;0.59883;0.37056;0.00371;5.20374
1;23800;0.52284;0.37230;0.48826;0.36343;0.00370;4.77472
1;23900;0.53673;0.37596;0.60620;0.42975;0.00372;5.03441
1;24000;0.54197;0.39963;0.57913;0.46150;0.00371;4.78811
1;24100;0.55837;0.41978;0.56971;0.38962;0.00369;4.87341
1;24200;0.55877;0.38522;0.60243;0.38835;0.00372;5.08556
1;24300;0.54096;0.39524;0.56014;0.31551;0.00366;4.97666
1;24400;0.53207;0.37226;0.55919;0.39380;0.00369;4.99280
1;24500;0.53051;0.38951;0.53700;0.42133;0.00367;4.83755
1;24600;0.56735;0.39704;0.56108;0.41329;0.00374;4.92194
1;24700;0.51828;0.37409;0.55780;0.41207;0.00372;4.86900
1;24800;0.53635;0.40294;0.50852;0.31863;0.00367;4.72442
1;24900;0.55324;0.38944;0.57753;0.40412;0.00373;5.01541
1;25000;0.54777;0.40715;0.56785;0.39850;0.00368;4.76978
1;25100;0.57938;0.39590;0.56231;0.40823;0.00374;4.94218
1;25200;0.57441;0.40669;0.61569;0.44873;0.00373;5.00921
1;25300;0.53656;0.39628;0.54027;0.39115;0.00371;4.87584
1;25400;0.56118;0.40454;0.46237;0.34556;0.00366;4.75527
1;25500;0.52389;0.39108;0.53595;0.40833;0.00372;4.62761
1;25600;0.52412;0.39088;0.48750;0.39138;0.00371;4.72898
1;25700;0.49579;0.37199;0.60503;0.42217;0.00370;4.76667
1;25800;0.55182;0.40681;0.58340;0.46303;0.00368;4.80471
1;25900;0.57563;0.39117;0.54570;0.38383;0.00371;5.16424
1;26000;0.58229;0.40832;0.56015;0.41242;0.00369;5.03314
1;26100;0.52907;0.36499;0.55281;0.42873;0.00375;4.77701
1;26200;0.54110;0.39720;0.58951;0.42094;0.00370;4.71896
1;26300;0.55294;0.40532;0.48669;0.38659;0.00369;4.91535
1;26400;0.54748;0.41326;0.49229;0.37173;0.00364;4.83065
1;26500;0.55668;0.39803;0.49732;0.35341;0.00373;4.95255
1;26600;0.55472;0.41137;0.55205;0.40170;0.00365;4.92330
1;26700;0.54158;0.40184;0.54186;0.39180;0.00371;4.76144
1;26800;0.57138;0.41117;0.53669;0.39284;0.00373;4.83556
1;26900;0.56793;0.41134;0.48868;0.39604;0.00368;4.76851
1;27000;0.53646;0.39759;0.52857;0.32885;0.00363;4.81951
1;27100;0.53993;0.39959;0.51018;0.37853;0.00369;4.71881
1;27200;0.49827;0.36782;0.53806;0.30498;0.00371;4.72799
1;27300;0.52691;0.37563;0.61684;0.42274;0.00370;4.93378
1;27400;0.55426;0.39253;0.44704;0.38376;0.00372;4.86089
1;27500;0.54373;0.39408;0.51213;0.39423;0.00367;4.87193
1;27600;0.56328;0.39782;0.58484;0.38854;0.00370;4.93142
1;27700;0.53113;0.36714;0.56570;0.45359;0.00368;4.70877
1;27800;0.53108;0.37080;0.50533;0.36398;0.00370;4.89600
1;27900;0.55020;0.39918;0.58728;0.41553;0.00369;4.85581
1;28000;0.54359;0.38946;0.55931;0.42142;0.00368;4.91525
1;28100;0.55598;0.40317;0.61551;0.45172;0.00370;4.98048
1;28200;0.51323;0.36757;0.60825;0.48233;0.00372;4.80815
1;28300;0.53944;0.37946;0.48624;0.34646;0.00364;4.91263
1;28400;0.50768;0.38164;0.59664;0.39926;0.00370;4.73814
1;28500;0.52216;0.39259;0.60383;0.46010;0.00368;4.66948
1;28600;0.53569;0.40037;0.49584;0.37918;0.00367;4.69068
1;28700;0.54417;0.38607;0.58092;0.39362;0.00369;4.99069
1;28800;0.54571;0.41139;0.51439;0.41604;0.00368;4.71758
1;28900;0.56110;0.38491;0.48966;0.35838;0.00370;4.99447
1;29000;0.55714;0.40795;0.57709;0.42001;0.00372;4.83318
1;29100;0.53225;0.37651;0.54940;0.36005;0.00368;4.97068
1;29200;0.56080;0.40245;0.56936;0.35377;0.00370;4.93244
1;29300;0.57907;0.40749;0.62408;0.44950;0.00372;5.05701
1;29400;0.56722;0.39508;0.61938;0.41632;0.00371;5.09808
1;29500;0.51735;0.38342;0.59588;0.45168;0.00366;4.80569
1;29600;0.56049;0.40252;0.56622;0.41518;0.00368;5.14622
1;29700;0.54566;0.40834;0.63922;0.44206;0.00370;4.91083
1;29800;0.55632;0.39091;0.57725;0.39205;0.00372;4.94207
1;29900;0.53480;0.38892;0.58801;0.42948;0.00365;4.80701
1;30000;0.54716;0.38919;0.57722;0.38476;0.00373;4.98699
1;30100;0.57054;0.40184;0.51545;0.37929;0.00369;4.95820
1;30200;0.55673;0.39612;0.61760;0.42356;0.00364;4.91418
1;30300;0.52663;0.39470;0.50013;0.38090;0.00370;4.78380
1;30400;0.54162;0.40631;0.50341;0.39173;0.00372;4.77636
1;30500;0.55580;0.39550;0.47324;0.32619;0.00370;5.10165
1;30600;0.53736;0.39150;0.54420;0.40192;0.00376;4.83632
1;30700;0.57095;0.39958;0.47982;0.33251;0.00371;4.95507
1;30800;0.53344;0.38509;0.53749;0.41291;0.00373;4.89461
1;30900;0.57331;0.37781;0.53458;0.37035;0.00372;5.05645
1;31000;0.53969;0.39273;0.59179;0.45430;0.00368;4.85448
1;31100;0.54057;0.38072;0.48316;0.37689;0.00370;4.89348
1;31200;0.50620;0.37668;0.55968;0.36306;0.00369;4.72475
1;31300;0.51609;0.37650;0.58109;0.39717;0.00367;4.76139
1;31400;0.53798;0.40183;0.54193;0.39905;0.00376;4.86757
1;31500;0.57643;0.39535;0.60981;0.45989;0.00375;5.07917
1;31600;0.54734;0.40550;0.57001;0.40140;0.00367;4.89492
1;31700;0.53059;0.39231;0.57207;0.45727;0.00372;4.76943
1;31800;0.53153;0.37187;0.52199;0.40195;0.00374;4.91965
1;31900;0.55896;0.40967;0.44516;0.34507;0.00367;4.68203
1;32000;0.53771;0.39440;0.54456;0.42180;0.00372;4.86817
1;32100;0.57569;0.41553;0.52815;0.37383;0.00374;4.95558
1;32200;0.57947;0.40557;0.48788;0.34412;0.00366;4.90971
1;32300;0.55155;0.39352;0.52654;0.39090;0.00368;4.92067
1;32400;0.53802;0.39332;0.53999;0.38916;0.00367;4.92809
1;32500;0.57876;0.40724;0.51698;0.35890;0.00372;5.03816
1;32600;0.53462;0.37799;0.44215;0.31051;0.00371;4.81559
1;32700;0.55528;0.39964;0.59924;0.43025;0.00367;5.06858
1;32800;0.55566;0.39702;0.61152;0.41945;0.00366;5.07253
1;32900;0.52251;0.39417;0.54164;0.38353;0.00371;4.76479
1;33000;0.54124;0.39314;0.58859;0.40458;0.00367;4.89447
1;33100;0.54100;0.39210;0.46927;0.40339;0.00369;4.77433
1;33200;0.53845;0.40165;0.48545;0.36204;0.00367;4.77393
1;33300;0.58457;0.40682;0.55100;0.38259;0.00369;5.07070
1;33400;0.56007;0.39387;0.49106;0.37412;0.00365;4.95649
1;33500;0.55783;0.40599;0.48963;0.33843;0.00370;4.93691
1;33600;0.54685;0.37625;0.55209;0.36788;0.00369;4.91746
1;33700;0.53831;0.38755;0.59201;0.42492;0.00365;4.89074
1;33800;0.55517;0.40797;0.58439;0.44611;0.00370;4.89804
1;33900;0.55526;0.40295;0.56961;0.43285;0.00372;4.96100
1;34000;0.53555;0.39134;0.49046;0.39034;0.00368;4.84212
1;34100;0.55941;0.39147;0.60631;0.42019;0.00372;4.99095
1;34200;0.56790;0.40600;0.55201;0.41501;0.00371;4.95319
1;34300;0.54514;0.38543;0.61156;0.43619;0.00370;4.90860
1;34400;0.56096;0.40474;0.57805;0.42312;0.00366;4.92256
1;34500;0.56328;0.40099;0.56683;0.38436;0.00368;4.93680
1;34600;0.56780;0.41322;0.57699;0.41676;0.00364;4.93699
1;34700;0.60843;0.42788;0.60562;0.42922;0.00372;5.20053
1;34800;0.51459;0.37461;0.48801;0.35560;0.00371;4.73028
1;34900;0.54447;0.37693;0.57246;0.43553;0.00375;4.94262
1;35000;0.56584;0.40873;0.56288;0.44668;0.00369;4.91746
1;35100;0.57729;0.40984;0.51017;0.34834;0.00368;5.00596
1;35200;0.54844;0.38938;0.56106;0.39530;0.00369;4.79265
1;35300;0.55561;0.39322;0.55390;0.34145;0.00368;4.94795
1;35400;0.55825;0.38437;0.62163;0.44464;0.00367;5.00767
1;35500;0.54392;0.39673;0.55835;0.41489;0.00369;4.81628
1;35600;0.51874;0.40279;0.49803;0.36312;0.00379;4.71140
1;35700;0.50706;0.37547;0.55704;0.41481;0.00372;4.68824
1;35800;0.53507;0.38562;0.54394;0.38276;0.00371;4.95114
1;35900;0.55278;0.39547;0.56966;0.42878;0.00368;4.84873
1;36000;0.56047;0.40646;0.58700;0.41633;0.00369;5.01883
1;36100;0.52376;0.38034;0.59837;0.41876;0.00371;4.84714
1;36200;0.56133;0.38687;0.57115;0.43618;0.00367;4.90343
1;36300;0.55856;0.39795;0.57024;0.41397;0.00372;4.97297
1;36400;0.55151;0.39582;0.52164;0.33815;0.00368;4.86095
1;36500;0.54966;0.39302;0.55358;0.39313;0.00367;4.92795
1;36600;0.59706;0.42223;0.47882;0.35436;0.00363;5.03119
1;36700;0.54185;0.39139;0.56376;0.41807;0.00376;4.91540
1;36800;0.54393;0.37789;0.53138;0.41810;0.00370;4.89262
1;36900;0.55194;0.38603;0.62894;0.44955;0.00369;5.00179
1;37000;0.58367;0.41455;0.62732;0.44727;0.00368;4.99355
1;37100;0.56610;0.40893;0.51790;0.38931;0.00372;4.90091
1;37200;0.57668;0.39695;0.59782;0.41821;0.00366;5.09834
1;37300;0.55120;0.39772;0.63944;0.45503;0.00370;5.00890
1;37400;0.53996;0.37317;0.56174;0.37484;0.00372;4.94300
1;37500;0.52855;0.39236;0.59454;0.41400;0.00371;4.78858
1;37600;0.59574;0.40786;0.55042;0.38353;0.00372;5.10356
1;37700;0.54402;0.39452;0.61607;0.43874;0.00371;4.87551
1;37800;0.54961;0.40371;0.53846;0.39372;0.00370;4.77613
1;37900;0.56824;0.39712;0.55427;0.38656;0.00369;4.96401
1;38000;0.55774;0.40377;0.60304;0.40675;0.00371;4.89843
1;38100;0.53908;0.39438;0.56191;0.35647;0.00367;4.86903
1;38200;0.54115;0.39405;0.47058;0.34955;0.00372;4.74421
1;38300;0.54201;0.38727;0.49160;0.35801;0.00371;4.86033
1;38400;0.57899;0.41183;0.54233;0.37066;0.00375;5.00794
1;38500;0.57191;0.41784;0.55596;0.37774;0.00369;5.00637
1;38600;0.57104;0.41129;0.45037;0.32876;0.00373;4.87029
1;38700;0.54399;0.38805;0.56259;0.42790;0.00367;4.91444
1;38800;0.53894;0.39638;0.61267;0.42766;0.00371;4.89030
1;38900;0.55906;0.40734;0.54476;0.36609;0.00368;4.89921
1;39000;0.56135;0.39572;0.62781;0.46390;0.00372;4.94932
1;39100;0.51346;0.38958;0.53412;0.39570;0.00366;4.79926
1;39200;0.54933;0.39066;0.57758;0.40858;0.00372;4.90458
1;39300;0.55802;0.39788;0.59318;0.41004;0.00371;5.04767
